"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"321"	"減価償却 耐用年数 軽自動車"	"null"	"390"	"0.22"	"5"	"1年以内"
"322"	"水道管の耐用年数"	"35"	"390"	"0.36"	"3"	"1年以上前"
"323"	"ルーター耐用年数"	"42"	"390"	"4.41"	"1"	"1年以上前"
"324"	"ledの耐用年数"	"34"	"390"	"0"	"1"	"1年以内"
"325"	"照明器具耐用年数"	"34"	"390"	"0"	"0"	"1年以上前"
"326"	"耐用年数 シャッター"	"null"	"390"	"0"	"1"	"1年以上前"
"327"	"マットレス耐用年数"	"29"	"390"	"0.96"	"13"	"1年以上前"
"328"	"アパートの耐用年数"	"27"	"390"	"4.88"	"3"	"1年以上前"
"329"	"コンプレッサ 耐用年数"	"34"	"390"	"0"	"0"	"1年以上前"
"330"	"プレハブの耐用年数"	"19"	"390"	"2.61"	"0"	"1年以上前"
"331"	"壁紙耐用年数"	"34"	"390"	"0"	"0"	"1年以上前"
"332"	"pc 減価償却 耐用年数"	"30"	"390"	"3.85"	"2"	"1年以上前"
"333"	"車の法定耐用年数"	"38"	"390"	"0.2"	"2"	"1年以上前"
"334"	"太陽光の耐用年数"	"36"	"390"	"0.22"	"3"	"1年以上前"
"335"	"建物耐用年数 国税庁"	"58"	"390"	"0"	"0"	"1年以上前"
"336"	"減価償却 国税庁 耐用年数"	"null"	"390"	"0"	"0"	"1年以上前"
"337"	"耐用年数 ガスコンロ"	"29"	"390"	"0.61"	"4"	"1年以上前"
"338"	"シャッター耐用年数"	"34"	"390"	"2.11"	"1"	"1年以上前"
"339"	"ビニールハウスの耐用年数"	"34"	"390"	"0.85"	"0"	"1年以上前"
"340"	"アパート耐用年数"	"37"	"390"	"5.38"	"5"	"1年以上前"
"341"	"減価償却耐用年数表 国税庁"	"54"	"390"	"0"	"0"	"1年以上前"
"342"	"パソコン耐用年数 国税庁"	"53"	"390"	"0"	"0"	"1年以上前"
"343"	"空調設備の耐用年数"	"26"	"390"	"0"	"0"	"1年以上前"
"344"	"国税庁 耐用年数 建物"	"50"	"390"	"0"	"0"	"1年以上前"
"345"	"トラクタ 耐用年数"	"null"	"390"	"0"	"0"	"1年以上前"
"346"	"鉄骨・鉄筋コンクリート造 耐用年数"	"null"	"390"	"0.12"	"4"	"半年以内"
"347"	"スマートホン 耐用年数"	"null"	"390"	"0"	"0"	"1年以内"
"348"	"耐用年数 ビニールハウス"	"21"	"390"	"0"	"0"	"1年以上前"
"349"	"新車耐用年数"	"30"	"390"	"0.45"	"1"	"1年以上前"
"350"	"ipad耐用年数"	"38"	"390"	"0"	"0"	"1年以上前"
"351"	"スマートフォン耐用年数"	"28"	"390"	"0"	"0"	"1年以上前"
"352"	"太陽光耐用年数"	"26"	"390"	"0.22"	"3"	"1年以上前"
"353"	"トラクターの耐用年数"	"36"	"390"	"0"	"0"	"1年以上前"
"354"	"水道管耐用年数"	"36"	"390"	"0.9"	"4"	"1年以上前"
"355"	"led耐用年数"	"34"	"390"	"0"	"1"	"1年以上前"
"356"	"耐用年数 カメラ"	"40"	"390"	"0"	"0"	"1年以上前"
"357"	"耐用年数とは 医療機器"	"34"	"390"	"0"	"0"	"1年以上前"
"358"	"耐用年数 コンプレッサー"	"34"	"390"	"0"	"0"	"1年以上前"
"359"	"フローリング耐用年数 賃貸"	"34"	"390"	"0"	"1"	"1年以上前"
"360"	"pc 耐用年数 減価償却"	"30"	"390"	"0.39"	"2"	"1年以上前"
"361"	"耐用年数 監視カメラ"	"34"	"390"	"5.02"	"2"	"1年以上前"
"362"	"耐用年数 償却資産"	"31"	"390"	"0"	"0"	"1年以上前"
"363"	"耐用年数英語"	"35"	"390"	"0"	"0"	"1年以上前"
"364"	"ハウスビニール 耐用年数"	"34"	"390"	"0"	"0"	"1年以上前"
"365"	"木造建築耐用年数"	"25"	"390"	"2.37"	"7"	"1年以上前"
"366"	"ルータ耐用年数"	"38"	"390"	"0.05"	"1"	"1年以上前"
"367"	"コンプレッサー耐用年数"	"26"	"390"	"6.74"	"0"	"1年以上前"
"368"	"カメラ耐用年数"	"24"	"390"	"0"	"0"	"1年以上前"
"369"	"led証明 耐用年数"	"null"	"320"	"0"	"1"	"半年以内"
"370"	"住宅の耐用年数"	"36"	"320"	"1.65"	"3"	"1年以上前"
"371"	"src造 耐用年数"	"27"	"320"	"0.07"	"0"	"1年以上前"
"372"	"耐用年数 厨房機器"	"34"	"320"	"0"	"0"	"1年以上前"
"373"	"減価償却資産耐用年数"	"43"	"320"	"0.35"	"1"	"1年以上前"
"374"	"車法定耐用年数"	"40"	"320"	"0.02"	"1"	"1年以上前"
"375"	"ボイラ耐用年数"	"25"	"320"	"1.82"	"1"	"1年以上前"
"376"	"耐用年数 ボイラー"	"null"	"320"	"0"	"0"	"1年以上前"
"377"	"国税庁 耐用年数 別表2"	"57"	"320"	"0"	"0"	"1年以上前"
"378"	"給湯器耐用年数 国税庁"	"50"	"320"	"0"	"0"	"1年以上前"
"379"	"耐用年数 プロジェクター"	"null"	"320"	"0"	"0"	"1年以上前"
"380"	"ブレーカ 耐用年数"	"null"	"320"	"2.59"	"4"	"1年以上前"
"381"	"ボイラー耐用年数"	"37"	"320"	"1.82"	"1"	"1年以上前"
"382"	"発電機耐用年数"	"36"	"320"	"1.59"	"1"	"1年以上前"
"383"	"鉄骨鉄筋コンクリート造 耐用年数"	"26"	"320"	"0.34"	"3"	"1年以上前"
"384"	"エアコン隠蔽配管 耐用年数"	"23"	"320"	"0.99"	"4"	"1年以上前"
"385"	"住宅耐用年数"	"29"	"320"	"2.32"	"3"	"1年以上前"
"386"	"テント倉庫の耐用年数"	"34"	"320"	"2.8"	"15"	"1年以上前"
"387"	"ソーラーパネル耐用年数"	"34"	"320"	"1.13"	"11"	"1年以上前"
"388"	"機械の耐用年数"	"29"	"320"	"0"	"0"	"1年以上前"
"389"	"パーフェクトトップ耐用年数"	"20"	"320"	"1.03"	"18"	"1年以上前"
"390"	"業務用冷蔵庫の耐用年数"	"38"	"320"	"0"	"0"	"1年以上前"
"391"	"耐用年数表 機械装置"	"40"	"320"	"0"	"0"	"1年以上前"
"392"	"led照明耐用年数"	"36"	"320"	"0"	"1"	"1年以上前"
"393"	"中古車耐用年数計算ツール"	"29"	"320"	"0.16"	"1"	"1年以上前"
"394"	"車両耐用年数 国税庁"	"53"	"320"	"0"	"0"	"1年以上前"
"395"	"耐用年数 アパート"	"28"	"320"	"0.31"	"4"	"1年以上前"
"396"	"クロス耐用年数"	"23"	"320"	"0"	"0"	"1年以上前"
"397"	"倉庫テント 耐用年数"	"34"	"320"	"2.8"	"15"	"1年以上前"
"398"	"火災報知器耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"399"	"ユニットハウス耐用年数"	"25"	"320"	"0"	"1"	"1年以上前"
"400"	"消火栓ホース 耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"401"	"機械装置耐用年数表"	"42"	"320"	"0"	"0"	"1年以上前"
"402"	"フェンス耐用年数"	"19"	"320"	"0"	"0"	"1年以上前"
"403"	"テント倉庫耐用年数"	"34"	"320"	"2.56"	"15"	"1年以上前"
"404"	"屋根 瓦 の 耐用 年数"	"null"	"320"	"1.55"	"17"	"1年以上前"
"405"	"ウオシュレット 耐用年数"	"33"	"320"	"0.8"	"3"	"1年以内"
"406"	"コンテナハウス耐用年数"	"34"	"320"	"2.49"	"0"	"1年以上前"
"407"	"耐用年数表 構築物"	"45"	"320"	"0"	"0"	"1年以上前"
"408"	"軽量鉄骨法定耐用年数"	"25"	"320"	"0.31"	"3"	"1年以上前"
"409"	"厨房機器耐用年数"	"38"	"320"	"0"	"0"	"1年以上前"
"410"	"法定耐用年数 車"	"40"	"320"	"0"	"1"	"1年以上前"
"411"	"ソーラーパネルの耐用年数"	"26"	"320"	"1.27"	"15"	"1年以上前"
"412"	"ソフトウエア耐用年数"	"41"	"320"	"0"	"0"	"1年以上前"
"413"	"構築物 耐用年数表"	"46"	"320"	"0"	"0"	"1年以上前"
"414"	"扇風機耐用年数"	"22"	"320"	"0"	"0"	"1年以上前"
"415"	"木造法定耐用年数"	"26"	"320"	"0"	"1"	"1年以上前"
"416"	"金型の耐用年数"	"16"	"320"	"0"	"0"	"1年以上前"
"417"	"ソフトウエアの耐用年数"	"40"	"320"	"0"	"0"	"1年以上前"
"418"	"経済的耐用年数"	"43"	"320"	"0"	"0"	"1年以上前"
"419"	"プロジェクター耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"420"	"ブレーカー耐用年数"	"23"	"320"	"7.88"	"6"	"1年以上前"
"421"	"モニター耐用年数"	"28"	"320"	"0"	"0"	"1年以上前"
"422"	"プロジェクタ 耐用年数"	"24"	"320"	"0"	"0"	"1年以上前"
"423"	"耐用年数 業務用冷蔵庫"	"22"	"320"	"0"	"0"	"1年以上前"
"424"	"耐用年数 発電機"	"37"	"320"	"2.89"	"0"	"1年以上前"
"425"	"厨房機器の耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"426"	"クロスの耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"427"	"電気温水器耐用年数"	"27"	"320"	"3.53"	"9"	"1年以上前"
"428"	"電動自転車耐用年数"	"34"	"320"	"0"	"0"	"1年以上前"
"429"	"金型耐用年数"	"44"	"320"	"0"	"0"	"1年以上前"
"430"	"眼鏡耐用年数"	"36"	"320"	"0"	"0"	"1年以上前"
"431"	"機械耐用年数"	"42"	"320"	"0"	"0"	"1年以上前"
"432"	"モニタ 耐用年数"	"25"	"320"	"0"	"0"	"1年以上前"
"433"	"木造戸建 耐用年数"	"26"	"320"	"3.88"	"6"	"1年以内"
"434"	"プロジェクターの耐用年数"	"25"	"320"	"0"	"0"	"1年以上前"
"435"	"ボイラーの耐用年数"	"34"	"320"	"0"	"1"	"1年以上前"
"436"	"業務用冷蔵庫耐用年数"	"22"	"320"	"0"	"0"	"1年以上前"
"437"	"減価償却資産の耐用年数"	"42"	"320"	"0.35"	"1"	"1年以上前"
"438"	"法定耐用年数 軽量鉄骨"	"24"	"320"	"0.31"	"3"	"1年以上前"
"439"	"メガネ耐用年数"	"35"	"320"	"0"	"0"	"1年以上前"
"440"	"マンション 耐用年数過ぎたら"	"37"	"320"	"3.44"	"9"	"1年以上前"
"441"	"中古車両耐用年数"	"35"	"320"	"0.02"	"3"	"1年以上前"
"442"	"中古 建物の耐用年数"	"34"	"320"	"0.1"	"0"	"1年以内"
"443"	"車両耐用年数 中古"	"35"	"320"	"0.02"	"3"	"1年以上前"
"444"	"モバイルバッテリー耐用年数"	"41"	"320"	"0"	"0"	"1年以上前"
"445"	"高圧ケーブル 耐用年数"	"25"	"320"	"1.52"	"5"	"1年以上前"
"446"	"中古建物 耐用年数"	"24"	"320"	"0"	"0"	"1年以上前"
"447"	"ウォシュレット耐用年数"	"26"	"320"	"0.02"	"2"	"1年以上前"
"448"	"電気温水器の耐用年数"	"31"	"320"	"4.04"	"9"	"1年以内"
"449"	"ドラム式洗濯機耐用年数"	"36"	"320"	"0.03"	"2"	"1年以上前"
"450"	"木造戸建て 耐用年数"	"34"	"320"	"0.91"	"6"	"1年以上前"
"451"	"木造建物耐用年数"	"26"	"320"	"0.03"	"2"	"1年以上前"
"452"	"耐用年数 ソーラーパネル"	"45"	"320"	"0.89"	"15"	"1年以上前"
"453"	"機械装置の耐用年数表"	"40"	"320"	"0"	"0"	"1年以上前"
"454"	"扇風機の耐用年数"	"22"	"320"	"0"	"0"	"1年以上前"
"455"	"バイクの耐用年数"	"36"	"320"	"0"	"0"	"1年以上前"
"456"	"耐用年数 電気温水器"	"null"	"320"	"4.94"	"12"	"1年以上前"
"457"	"耐用年数 機械"	"39"	"320"	"0"	"0"	"1年以上前"
"458"	"換気扇耐用年数"	"23"	"320"	"0.88"	"2"	"1年以上前"
"459"	"耐用年数 テント倉庫"	"20"	"320"	"2.25"	"15"	"1年以上前"
"460"	"国税庁 耐用年数 車両"	"null"	"320"	"0"	"0"	"1年以上前"
"461"	"バイク 耐用年数"	"29"	"320"	"0"	"0"	"1年以上前"
"462"	"減価償却耐用年数 償却率"	"50"	"320"	"0.27"	"1"	"1年以上前"
"463"	"軽自動車減価償却耐用年数"	"37"	"320"	"0.02"	"1"	"1年以上前"
"464"	"中古車耐用年数 国税庁"	"45"	"320"	"0.11"	"1"	"1年以上前"
"465"	"耐用年数 住宅"	"null"	"320"	"0.13"	"3"	"1年以上前"
"466"	"鉄骨造耐用年数 国税庁"	"47"	"320"	"0"	"0"	"1年以上前"
"467"	"耐用年数 クロス"	"34"	"320"	"0"	"0"	"1年以上前"
"468"	"戸建て 木造 耐用年数"	"25"	"320"	"1.76"	"6"	"1年以上前"
"469"	"除雪機耐用年数"	"34"	"260"	"0"	"0"	"1年以上前"
"470"	"軽量鉄骨 耐用年数過ぎたら"	"35"	"260"	"1.2"	"3"	"1年以上前"
"471"	"ドローン耐用年数"	"19"	"260"	"0"	"0"	"1年以上前"
"472"	"エアコン耐用年数賃貸"	"27"	"260"	"0"	"1"	"1年以上前"
"473"	"減価償却費計算 耐用年数"	"49"	"260"	"0"	"1"	"1年以上前"
"474"	"畳の耐用年数"	"17"	"260"	"0.91"	"2"	"1年以上前"
"475"	"国税庁耐用年数器具備品"	"51"	"260"	"0"	"0"	"1年以上前"
"476"	"修繕費 減価償却 耐用年数表"	"30"	"260"	"0"	"0"	"1年以上前"
"477"	"アスファルト舗装耐用年数"	"26"	"260"	"0"	"0"	"1年以上前"
"478"	"給湯器法定耐用年数"	"28"	"260"	"0"	"0"	"1年以上前"
"479"	"ベッド 耐用年数"	"28"	"260"	"0.12"	"6"	"1年以上前"
"480"	"中古車耐用年数自動計算"	"32"	"260"	"0"	"0"	"1年以上前"
"481"	"ブレーカーの耐用年数"	"null"	"260"	"1.96"	"3"	"半年以内"
"482"	"ベッドの耐用年数"	"29"	"260"	"0.12"	"6"	"1年以上前"
"483"	"乗用車耐用年数"	"null"	"260"	"0.21"	"3"	"1年以上前"
"484"	"国税庁 固定資産 耐用年数"	"55"	"260"	"0"	"0"	"1年以上前"
"485"	"iphone 耐用年数 国税庁"	"38"	"260"	"0"	"0"	"1年以上前"
"486"	"畳耐用年数"	"20"	"260"	"0.91"	"2"	"1年以上前"
"487"	"草刈り機耐用年数"	"25"	"260"	"0"	"0"	"1年以上前"
"488"	"中古耐用年数 自動計算"	"32"	"260"	"0"	"0"	"1年以上前"
"489"	"分電盤耐用年数"	"21"	"260"	"0"	"1"	"1年以上前"
"490"	"車 減価償却 耐用年数計算"	"38"	"260"	"0.04"	"5"	"1年以上前"
"491"	"防犯カメラ耐用年数国税庁"	"39"	"260"	"0"	"0"	"1年以上前"
"492"	"法定耐用年数 給湯器"	"30"	"260"	"0"	"0"	"1年以上前"
"493"	"耐用年数表 国税庁 令和5年"	"52"	"260"	"0"	"0"	"1年以上前"
"494"	"ヘルメット 耐用年数 バイク"	"25"	"260"	"0"	"0"	"1年以上前"
"495"	"木造住宅 減価償却耐用年数"	"28"	"260"	"0"	"2"	"1年以上前"
"496"	"工具器具備品耐用年数国税庁"	"56"	"260"	"0"	"0"	"1年以上前"
"497"	"耐用年数 除雪機"	"26"	"260"	"0"	"0"	"1年以上前"
"498"	"空調機の耐用年数"	"28"	"260"	"0"	"0"	"1年以上前"
"499"	"ベット 耐用年数"	"29"	"260"	"1.98"	"10"	"1年以上前"
"500"	"床暖房 耐用年数"	"null"	"260"	"0.53"	"2"	"1年以上前"
"501"	"減価償却 耐用年数 過ぎたら 確定申告 書き方"	"47"	"260"	"0"	"0"	"1年以上前"
"502"	"補助金適正化法 耐用年数表"	"43"	"260"	"0"	"0"	"1年以上前"
"503"	"原状回復ガイドライン耐用年数"	"25"	"260"	"0"	"1"	"1年以上前"
"504"	"減価償却資産の耐用年数表 国税庁"	"49"	"260"	"0"	"0"	"1年以上前"
"505"	"家電耐用年数"	"31"	"260"	"0"	"0"	"1年以上前"
"506"	"食洗機耐用年数"	"39"	"260"	"0"	"0"	"1年以上前"
"507"	"防犯カメラ法定耐用年数"	"34"	"260"	"0"	"0"	"1年以上前"
"508"	"屋上 防水 の 耐用 年数"	"null"	"260"	"25.67"	"22"	"半年以内"
"509"	"耐用年数 家電"	"28"	"260"	"0"	"0"	"1年以上前"
"510"	"耐用年数 備品"	"28"	"260"	"0"	"0"	"1年以上前"
"511"	"経済耐用年数"	"30"	"260"	"0"	"0"	"1年以上前"
"512"	"減価償却費 耐用年数 計算"	"49"	"260"	"0"	"1"	"1年以上前"
"513"	"軽量鉄骨 耐用年数 積水ハウス"	"34"	"260"	"0"	"2"	"1年以上前"
"514"	"hdd耐用年数"	"28"	"260"	"0"	"0"	"1年以上前"
"515"	"スマホ 耐用年数 国税庁"	"55"	"260"	"0"	"0"	"1年以上前"
"516"	"屋上防水耐用年数"	"21"	"260"	"73.68"	"21"	"1年以上前"
"517"	"インプラント耐用年数"	"30"	"260"	"3.37"	"39"	"1年以上前"
"518"	"中古物件の耐用年数"	"null"	"260"	"0"	"0"	"1年以上前"
"519"	"src耐用年数"	"29"	"260"	"0"	"1"	"1年以上前"
"520"	"耐用年数 アスファルト"	"null"	"260"	"0"	"0"	"1年以上前"
"521"	"耐用年数 自動ドア"	"25"	"260"	"0"	"0"	"1年以上前"
"522"	"国税 固定資産 耐用年数"	"null"	"260"	"0"	"0"	"過去90日"
"523"	"防犯カメラ 耐用年数 国税"	"24"	"260"	"0"	"0"	"1年以上前"
"524"	"自動ドア耐用年数"	"34"	"260"	"0.91"	"1"	"1年以上前"
"525"	"ユニットハウスの耐用年数"	"24"	"260"	"1.27"	"1"	"1年以上前"
"526"	"器具備品耐用年数国税庁"	"51"	"260"	"0"	"0"	"1年以上前"
"527"	"スマホ 減価償却 耐用年数"	"30"	"260"	"0"	"0"	"1年以上前"
"528"	"耐用年数 製氷機"	"22"	"260"	"0"	"0"	"1年以上前"
"529"	"除雪機の耐用年数"	"34"	"260"	"0"	"0"	"1年以上前"
"530"	"ガルバ 屋根 耐用年数"	"null"	"260"	"0.52"	"16"	"1年以上前"
"531"	"乗用車の耐用年数"	"null"	"260"	"0.34"	"2"	"1年以上前"
"532"	"製氷機耐用年数"	"36"	"260"	"0"	"0"	"1年以上前"
"533"	"ssd耐用年数"	"33"	"260"	"0.07"	"1"	"1年以上前"
"534"	"キッチン耐用年数"	"25"	"260"	"0"	"0"	"1年以上前"
"535"	"太陽光発電設備の耐用年数"	"32"	"260"	"1.4"	"4"	"1年以内"
"536"	"国税庁 法定耐用年数"	"null"	"260"	"0"	"0"	"1年以上前"
"537"	"備品の耐用年数"	"31"	"260"	"0"	"0"	"1年以上前"
"538"	"鉄筋コンクリート造 耐用年数 国税庁"	"52"	"260"	"0"	"0"	"1年以上前"
"539"	"アスファルト舗装の耐用年数"	"21"	"260"	"0"	"0"	"1年以上前"
"540"	"家 耐用年数"	"28"	"260"	"0.89"	"5"	"1年以上前"
"541"	"下水道管耐用年数"	"null"	"260"	"0"	"0"	"1年以上前"
"542"	"トイレ 耐用年数 toto"	"30"	"260"	"1.12"	"7"	"1年以上前"
"543"	"耐用年数 油圧ショベル"	"null"	"260"	"0"	"0"	"1年以上前"
"544"	"自転車 法定耐用年数"	"42"	"260"	"0"	"0"	"1年以上前"
"545"	"耐用年数中古"	"34"	"260"	"0.21"	"1"	"1年以上前"
"546"	"車両 法定耐用年数"	"41"	"260"	"0"	"0"	"1年以上前"
"547"	"瓦屋根耐用年数"	"21"	"260"	"2.96"	"22"	"1年以上前"
"548"	"草刈機の耐用年数"	"34"	"260"	"0"	"0"	"1年以上前"
"549"	"中古物件耐用年数"	"23"	"260"	"0"	"0"	"1年以上前"
"550"	"中古資産 耐用年数計算方法"	"30"	"260"	"0"	"1"	"1年以上前"
"551"	"アスファルト耐用年数"	"25"	"260"	"0"	"0"	"1年以上前"
"552"	"自動ドアの耐用年数"	"34"	"260"	"0.91"	"1"	"1年以上前"
"553"	"耐用年数 キッチン"	"22"	"260"	"0.72"	"1"	"1年以上前"
"554"	"油圧ショベル耐用年数"	"36"	"260"	"0"	"0"	"1年以上前"
"555"	"防草シート 耐用年数20年"	"18"	"260"	"0.44"	"99"	"1年以上前"
"556"	"木造住宅耐用年数 減価償却"	"28"	"260"	"0.43"	"2"	"1年以上前"
"557"	"ガルバリウム屋根耐用年数"	"24"	"260"	"1.36"	"19"	"1年以上前"
"558"	"エアウィーヴ耐用年数"	"24"	"260"	"0.43"	"27"	"1年以上前"
"559"	"キッチンの耐用年数"	"26"	"260"	"0"	"0"	"1年以上前"
"560"	"家の耐用年数"	"27"	"260"	"0.89"	"5"	"1年以上前"
"561"	"国税 法定耐用年数"	"null"	"260"	"0"	"0"	"1年以上前"
"562"	"コンテナ 耐用年数"	"26"	"260"	"0"	"0"	"1年以上前"
"563"	"空調機耐用年数"	"28"	"260"	"0"	"0"	"1年以上前"
"564"	"賃貸 フローリング耐用年数"	"34"	"260"	"0.22"	"1"	"1年以上前"
"565"	"バイクヘルメット耐用年数"	"23"	"260"	"0"	"0"	"1年以上前"
"566"	"オートンイクシード 耐用年数"	"22"	"260"	"0.23"	"10"	"1年以上前"
"567"	"草刈機耐用年数"	"37"	"260"	"0"	"0"	"1年以上前"
"568"	"備品耐用年数"	"29"	"260"	"0"	"0"	"1年以上前"
"569"	"家庭用エアコンの耐用年数"	"null"	"210"	"0.2"	"5"	"1年以内"
"570"	"マンション 中古 耐用年数"	"null"	"210"	"2.24"	"15"	"1年以上前"
"571"	"パーテーション耐用年数"	"22"	"210"	"0"	"0"	"1年以上前"
"572"	"スタッドレスタイヤ耐用年数"	"33"	"210"	"0.1"	"8"	"1年以上前"
"573"	"溶接機の耐用年数"	"21"	"210"	"0"	"0"	"1年以上前"
"574"	"電気設備の耐用年数"	"28"	"210"	"0"	"0"	"1年以上前"
"575"	"ups耐用年数"	"null"	"210"	"0"	"0"	"1年以上前"
"576"	"カラーベスト耐用年数"	"23"	"210"	"1.5"	"31"	"1年以上前"
"577"	"rc 造 耐用年数 過ぎたら"	"null"	"210"	"0"	"1"	"1年以上前"
"578"	"木造 減価償却 耐用年数"	"29"	"210"	"0.64"	"2"	"1年以上前"
"579"	"トイレ 耐用年数 国税庁"	"null"	"210"	"0"	"0"	"1年以上前"
"580"	"タブレット 耐用年数"	"29"	"210"	"0"	"0"	"1年以上前"
"581"	"耐用年数 リフォーム"	"null"	"210"	"0"	"0"	"1年以上前"
"582"	"改装工事 耐用年数 国税庁"	"42"	"210"	"0"	"0"	"1年以上前"
"583"	"サーバー 法定耐用年数"	"29"	"210"	"0"	"0"	"1年以上前"
"584"	"冷蔵庫耐用年数 国税庁"	"30"	"210"	"0"	"0"	"1年以上前"
"585"	"電話交換機の耐用年数"	"null"	"210"	"0"	"1"	"1年以上前"
"586"	"屋根の耐用年数"	"27"	"210"	"1.73"	"10"	"1年以上前"
"587"	"絵画耐用年数"	"21"	"210"	"0"	"0"	"1年以上前"
"588"	"木造耐用年数 減価償却"	"null"	"210"	"0"	"1"	"1年以上前"
"589"	"木造家屋の耐用年数"	"null"	"210"	"0.42"	"9"	"1年以上前"
"590"	"溶接機耐用年数"	"22"	"210"	"0"	"0"	"1年以上前"
"591"	"ポータブル電源耐用年数"	"26"	"210"	"2.14"	"8"	"1年以上前"
"592"	"椅子耐用年数"	"48"	"210"	"0"	"0"	"1年以上前"
"593"	"サイディング外壁 耐用年数"	"26"	"210"	"1.26"	"24"	"1年以上前"
"594"	"ユニットバス 耐用年数 国税庁"	"null"	"210"	"0"	"1"	"1年以上前"
"595"	"洗面台 耐用年数"	"28"	"210"	"0.22"	"2"	"1年以上前"
"596"	"他人の建物に対する造作の耐用年数"	"16"	"210"	"0"	"0"	"1年以上前"
"597"	"船舶耐用年数"	"24"	"210"	"0"	"0"	"1年以上前"
"598"	"耐用年数 ポンプ"	"null"	"210"	"0"	"0"	"1年以上前"
"599"	"防水工事の耐用年数"	"21"	"210"	"2.48"	"11"	"1年以上前"
"600"	"屋根耐用年数"	"27"	"210"	"1.93"	"16"	"1年以上前"
"601"	"中古マンションの耐用年数"	"null"	"210"	"4.54"	"9"	"1年以上前"
"602"	"防災ヘルメット耐用年数"	"26"	"210"	"0"	"8"	"1年以上前"
"603"	"軽自動車 法定耐用年数"	"null"	"210"	"0"	"1"	"1年以上前"
"604"	"防水シート 耐用年数"	"null"	"210"	"51.38"	"7"	"1年以上前"
"605"	"耐用年数 設備"	"31"	"210"	"0"	"0"	"1年以上前"
"606"	"耐用年数 溶接機"	"null"	"210"	"0"	"0"	"1年以上前"
"607"	"中古耐用年数 計算"	"24"	"210"	"0"	"0"	"1年以上前"
"608"	"防災ヘルメットの耐用年数"	"27"	"210"	"0"	"8"	"1年以上前"
"609"	"木造家屋 耐用年数"	"26"	"210"	"0.42"	"9"	"1年以上前"
"610"	"複合機法定耐用年数"	"29"	"210"	"0"	"0"	"1年以上前"
"611"	"固定資産耐用年数 国税庁"	"55"	"210"	"0"	"0"	"1年以上前"
"612"	"チャイルドシート耐用年数"	"29"	"210"	"0"	"0"	"1年以上前"
"613"	"中古マンション耐用年数"	"26"	"210"	"4.54"	"9"	"1年以上前"
"614"	"システムキッチン耐用年数"	"25"	"210"	"0"	"1"	"1年以上前"
