"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"1283"	"改装工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1284"	"資本的支出 貯蔵品"	"null"	"0"	"0"	"0"	"1年以上前"
"1285"	"車両 修理 費 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"1286"	"土壌調査 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1287"	"資本的支出 見積書"	"null"	"0"	"0"	"0"	"1年以上前"
"1288"	"修繕費 資本的支出 金額"	"null"	"0"	"0"	"0"	"1年以上前"
"1289"	"アパート修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1290"	"修理費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1291"	"資本的支出 作業費"	"null"	"0"	"0"	"0"	"1年以上前"
"1292"	"室外機交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1293"	"中古資産 資本的支出とは"	"null"	"0"	"0"	"0"	"1年以上前"
"1294"	"漏水 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1295"	"設定変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1296"	"固定資産 取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1297"	"補強 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1298"	"noi利回り 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1299"	"建物 修繕 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"1300"	"資本的支出 建物 耐用年数"	"null"	"0"	"0"	"0"	"半年以内"
"1301"	"大規模修繕費 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"1302"	"資本的支出 1年以内"	"null"	"0"	"0"	"0"	"1年以上前"
"1303"	"資本的支出 7-8-1"	"null"	"0"	"0"	"0"	"1年以上前"
"1304"	"ウレタン塗膜防水 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1305"	"資本的支出 設置費用"	"null"	"0"	"0"	"0"	"1年以上前"
"1306"	"資本的支出 定率法"	"null"	"0"	"0"	"0"	"1年以上前"
"1307"	"資本的支出 法令"	"null"	"0"	"0"	"0"	"1年以上前"
"1308"	"間仕切り 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1309"	"資本的支出 10万円"	"null"	"0"	"0"	"0"	"1年以上前"
"1310"	"資本的支出 事例"	"null"	"0"	"0"	"0"	"1年以上前"
"1311"	"電動シャッター 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1312"	"資本的支出とは何ですか"	"null"	"0"	"0"	"0"	"半年以内"
"1313"	"ガラス交換 資本的支出"	"25"	"0"	"0"	"0"	"1年以上前"
"1314"	"耐用年数延長 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"1315"	"資本的支出 収益的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"1316"	"設備更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1317"	"修繕費 資本的支出 フローチャート 法人税"	"null"	"0"	"0"	"0"	"1年以上前"
"1318"	"資本的支出 対義語"	"null"	"0"	"0"	"0"	"1年以上前"
"1319"	"塗装工事 資本的支出 耐用年数"	"31"	"0"	"0"	"0"	"1年以上前"
"1320"	"床張り替え修繕費資本的支出"	"24"	"0"	"0"	"0"	"1年以上前"
"1321"	"原状回復工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"1322"	"資本 的 支出 資産 違い"	"null"	"0"	"0"	"0"	"1年以上前"
"1323"	"模様替え 資本的支出"	"30"	"0"	"0"	"0"	"1年以上前"
"1324"	"主要部品を取り替えた場合は資本的支出として処理すべきか?"	"null"	"null"	"null"	"null"	"1年以上前"
"1325"	"資本的支出と修繕費の区分の特例(所基通37-14)"	"null"	"null"	"null"	"null"	"1年以内"
